,movie,indication_year,number_indications,victories,percentage_victories,tmdb_id,imdb_id,budget,revenue,genres,production_countries
3701,The Kids Are All Right,2011,4,0,0.0,39781,tt0842926,3500000,34705850,"['Comedy', 'Drama']",['US']
3702,The Killers,1947,4,0,0.0,14638,tt0038669,0,0,"['Crime', 'Drama', 'Mystery']",['US']
3703,The Killing Fields,1985,7,3,42.857142857142854,625,tt0087553,14400000,34700291,"['War', 'Drama', 'History']",['GB']
3704,The Killing Ground,1980,1,0,0.0,149360,tt0079402,0,0,['Documentary'],[]
3705,The King and I,1957,9,5,55.555555555555564,16520,tt0049408,4550000,21300000,"['Drama', 'Music', 'Romance']",['US']
3706,The King's Speech,2011,12,4,33.333333333333336,45269,tt1504320,15000000,414211549,"['Drama', 'History']",['GB']
3707,The Kiss,1959,1,0,0.0,243171,tt0051821,0,0,[],[]
3708,The Kite Runner,2008,1,0,0.0,7979,tt0419887,20000000,73276047,['Drama'],"['CN', 'US']"
3709,The Klan: A Legacy of Hate in America,1983,1,0,0.0,244428,tt0084213,0,0,[],[]
3710,The L-Shaped Room,1964,1,0,0.0,0,False,False,False,False,False
3711,The Labor Front,1944,1,0,0.0,489883,tt2614378,0,0,[],['CA']
3712,The Lady Eve,1942,1,0,0.0,3086,tt0033804,0,0,"['Comedy', 'Romance']",['US']
3713,The Lady Objects,1939,1,0,0.0,235422,tt0030340,0,0,"['Romance', 'Drama', 'Music']",['US']
3714,The Lady and the Reaper (La Dama y la Muerte),2010,1,0,0.0,62967,tt1523317,700000,0,"['Animation', 'Comedy']",['ES']
3715,The Lady in Number 6: Music Saved My Life,2014,1,1,100.0,0,False,False,False,False,False
3716,The Lady in Waiting,1993,1,0,0.0,244746,tt0104669,0,0,[],[]
3717,The Ladykillers,1957,1,0,0.0,0,False,False,False,False,False
3718,The Landlord,1971,1,0,0.0,64828,tt0065963,0,0,"['Comedy', 'Drama']",['US']
3719,The Last Angry Man,1960,2,0,0.0,126781,tt0052990,0,0,['Drama'],['US']
3720,The Last Bomb,1946,1,0,0.0,114462,tt0037861,0,0,['Documentary'],['US']
3721,The Last Campaign of Governor Booth Gardner,2010,1,0,0.0,245037,tt1534853,0,0,[],[]
3722,The Last Command,1929,2,1,50.0,52679,tt0019071,0,0,"['Drama', 'History', 'Romance']",['US']
3723,The Last Days,1999,1,1,100.0,20595,tt0174852,0,0,"['Documentary', 'Drama', 'History', 'War']",['US']
3724,The Last Detail,1974,3,0,0.0,14886,tt0070290,0,0,"['Comedy', 'Drama']",['US']
3725,The Last Emperor,1988,9,9,100.0,746,tt0093389,23000000,43984230,"['Drama', 'History']","['FR', 'CN', 'GB', 'IT']"
3726,The Last Farm,2006,1,0,0.0,0,False,False,False,False,False
3727,The Last King of Scotland,2007,1,1,100.0,1523,tt0455590,6000000,48027970,['Drama'],"['UG', 'GB', 'DE', 'US']"
3728,The Last Metro,1981,1,0,0.0,1716,tt0080610,0,0,"['Drama', 'Romance', 'War']",['FR']
3729,The Last Picture Show,1972,8,2,25.0,25188,tt0067328,1300000,29133000,['Drama'],['US']
3730,The Last Samurai,2004,4,0,0.0,616,tt0325710,140000000,456758981,"['Drama', 'Action', 'War', 'History']","['JP', 'US', 'NZ']"
3731,The Last Station,2010,2,0,0.0,36811,tt0824758,0,0,"['Drama', 'Romance']","['GB', 'DE', 'RU']"
3732,The Last Temptation of Christ,1989,1,0,0.0,11051,tt0095497,7000000,8373585,['Drama'],"['US', 'CA']"
3733,The Last Truck: Closing of a GM Plant,2010,1,0,0.0,37098,tt1487120,0,0,['Documentary'],['US']
3734,The Last Tycoon,1977,1,0,0.0,37774,tt0074777,0,0,"['Drama', 'Romance']",['US']
3735,The Last Voyage,1961,1,0,0.0,37605,tt0054016,0,0,"['Action', 'Drama']",['US']
3736,The Last of Mrs. Cheyney,1930,1,0,0.0,246292,tt0020081,0,0,"['Comedy', 'Drama']",['US']
3737,The Last of the Mohicans,1937,1,0,0.0,23108,tt0027869,0,0,['Western'],['US']
3738,The Last of the Mohicans,1993,1,1,100.0,9361,tt0104691,40000000,75505856,"['Action', 'Adventure', 'Drama', 'History', 'Romance', 'War']",['US']
3739,The Late Show,1978,1,0,0.0,42228,tt0076301,0,0,"['Mystery', 'Crime', 'Comedy']",['US']
3740,The Lavender Hill Mob,1953,2,1,50.0,0,False,False,False,False,False
3741,The Legend of Jimmy Blue Eyes,1965,1,0,0.0,243256,tt0058288,0,0,[],[]
3742,The Legend of John Henry,1974,1,0,0.0,0,False,False,False,False,False
3743,The Legend of Rock-a-bye Point,1956,1,0,0.0,0,False,False,False,False,False
3744,The Legendary Champions,1969,1,0,0.0,0,False,False,False,False,False
3745,The Lego Movie,2015,1,0,0.0,137106,tt1490017,60000000,469160692,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']",['US']
3746,The Leopard,1964,1,0,0.0,1040,tt0057091,0,0,['Drama'],"['FR', 'IT']"
3747,The Letter,1941,7,0,0.0,17801,tt0032701,0,0,"['Crime', 'Drama', 'Romance']",['US']
3748,The Letter,1930,1,0,0.0,147846,tt0020092,0,0,['Drama'],['US']
3749,The Life and Times of Judge Roy Bean,1973,1,0,0.0,33638,tt0068853,0,0,"['Action', 'Comedy', 'Western']",['US']
3750,The Life of Emile Zola,1938,10,3,30.0,43278,tt0029146,0,0,['Drama'],['US']
3751,The Line King: The Al Hirschfeld Story,1997,1,0,0.0,124829,tt0116886,0,0,['Documentary'],[]
3752,The Lion King,1995,4,2,50.0,8587,tt0110357,45000000,987483777,"['Family', 'Animation', 'Drama']",['US']
3753,The Lion in Winter,1969,7,3,42.857142857142854,18988,tt0063227,0,0,"['Drama', 'History']",['GB']
3754,The Little Ark,1973,1,0,0.0,216484,tt0068864,0,0,"['Family', 'Adventure']",['US']
3755,The Little Foxes,1942,9,0,0.0,43802,tt0033836,0,0,"['Drama', 'Romance']",['US']
3756,The Little Match Girl,1938,1,0,0.0,219543,tt0029151,0,0,[],[]
3757,The Little Matchgirl,2007,1,0,0.0,38580,tt0816562,0,0,"['Drama', 'Animation']",['US']
3758,The Little Mermaid,1990,3,2,66.66666666666667,10144,tt0097757,40000000,211343479,"['Animation', 'Family']",['US']
3759,The Little Orphan,1949,1,1,100.0,0,False,False,False,False,False
3760,The Little Prince,1975,2,0,0.0,37627,tt0071762,0,0,"['Science Fiction', 'Fantasy', 'Family', 'Music']","['GB', 'US']"
3761,The Little Witch,1946,1,0,0.0,240388,tt0037881,0,0,[],[]
3762,The Lively Set,1965,1,0,0.0,138411,tt0058296,0,0,[],[]
3763,The Lives of Others,2007,1,1,100.0,582,tt0405094,2000000,70000000,"['Drama', 'Thriller']",['DE']
3764,The Lives of a Bengal Lancer,1936,7,1,14.285714285714285,43898,tt0026643,0,0,"['Adventure', 'Drama']",['US']
3765,The Living City,1954,1,0,0.0,243011,tt0046007,0,0,[],[]
3766,The Living Desert,1954,1,1,100.0,11383,tt0046008,0,0,['Documentary'],['US']
3767,The Living Sea,1996,1,0,0.0,17704,tt0113676,0,87600000,['Documentary'],['US']
3768,The Living Stone,1959,1,0,0.0,0,False,False,False,False,False
3769,The Lobster,2017,1,0,0.0,431002,,0,0,"['Comedy', 'Science Fiction', 'Thriller']",['US']
3770,The Lone Ranger,2014,2,0,0.0,57201,tt1210819,255000000,89289910,"['Action', 'Adventure', 'Western']",['US']
3771,The Long Voyage Home,1941,6,0,0.0,52859,tt0032728,0,0,"['Action', 'Drama', 'War']",['US']
3772,The Long Way Home,1998,1,1,100.0,113290,tt0119561,0,0,"['Documentary', 'History', 'War']",['US']
3773,The Longest Day,1963,5,2,40.0,9289,tt0056197,10000000,50100000,"['Action', 'Drama', 'History', 'War']",['US']
3774,The Longest Yard,1975,1,0,0.0,4985,tt0071771,2900000,43008075,"['Crime', 'Comedy', 'Drama']",['US']
3775,The Look of Silence,2016,1,0,0.0,0,False,False,False,False,False
3776,The Lord of the Rings: The Fellowship of the Ring,2002,13,4,30.76923076923077,120,tt0120737,93000000,871368364,"['Adventure', 'Fantasy', 'Action']","['NZ', 'US']"
3777,The Lord of the Rings: The Return of the King,2004,11,11,100.0,122,tt0167260,94000000,1118888979,"['Adventure', 'Fantasy', 'Action']","['NZ', 'US']"
3778,The Lord of the Rings: The Two Towers,2003,6,2,33.333333333333336,121,tt0167261,79000000,926287400,"['Adventure', 'Fantasy', 'Action']","['NZ', 'US']"
3779,The Lost Patrol,1935,1,0,0.0,46910,tt0025423,0,0,"['Action', 'War']",['US']
3780,The Lost Thing,2011,1,1,100.0,58515,tt1669698,0,0,"['Animation', 'Drama']",[]
3781,The Lost Weekend,1946,7,4,57.14285714285714,28580,tt0037884,1250000,11000000,['Drama'],['US']
3782,The Lost World: Jurassic Park,1998,1,0,0.0,330,tt0119567,73000000,229074524,"['Adventure', 'Action', 'Science Fiction']",['US']
3783,The Loud Mouth,1933,1,0,0.0,173864,tt0023152,0,0,['Comedy'],[]
3784,The Love Parade,1931,5,0,0.0,0,False,False,False,False,False
3785,The Lovely Bones,2010,1,0,0.0,7980,tt0380510,65000000,93525586,"['Fantasy', 'Drama']","['GB', 'NZ', 'US']"
3786,The Lover,1993,1,0,0.0,10995,tt0101316,0,0,"['Drama', 'Romance']","['FR', 'GB', 'VN']"
3787,The Lovers' Wind,1979,1,0,0.0,136714,tt0080087,0,0,['Documentary'],[]
3788,The Loves of Carmen,1949,1,0,0.0,43455,tt0040552,0,0,"['Drama', 'Romance']",['US']
3789,The Luck of the Irish,1949,1,0,0.0,112705,tt0040553,0,0,"['Fantasy', 'Comedy', 'Romance']",['US']
3790,The Luckiest Guy in the World,1947,1,0,0.0,0,False,False,False,False,False
3791,The Lunch Date,1991,1,1,100.0,0,False,False,False,False,False
3792,The Madness of King George,1995,4,1,25.0,11318,tt0110428,0,15238994,"['Comedy', 'Drama', 'History']",['GB']
3793,The Magic Fluke,1950,1,0,0.0,103983,tt0041618,0,0,"['Animation', 'Comedy']",['US']
3794,The Magic Flute,1976,1,0,0.0,44864,tt0073822,650000,0,"['Fantasy', 'Comedy', 'Music', 'Romance']",['SE']
3795,The Magic Machines,1970,2,1,50.0,243329,tt0064623,0,0,[],[]
3796,The Magic Pear Tree,1969,1,0,0.0,243323,tt0063257,0,0,[],[]
3797,The Magic of Lassie,1979,1,0,0.0,88203,tt0077890,0,0,"['Drama', 'Adventure', 'Action', 'Family']",['US']
3798,The Magnificent Ambersons,1943,4,0,0.0,965,tt0035015,0,0,"['Romance', 'Drama']",['US']
3799,The Magnificent Brute,1937,1,0,0.0,218367,tt0027930,0,0,"['Romance', 'Drama']",['US']
3800,The Magnificent Seven,1961,1,0,0.0,966,tt0054047,2000000,4905000,['Western'],['US']
3801,The Magnificent Seven,1957,2,0,0.0,0,False,False,False,False,False
3802,The Magnificent Yankee,1951,2,0,0.0,101653,tt0042702,0,0,['Drama'],['US']
3803,The Maids of Wilko,1980,1,0,0.0,117483,tt0079696,0,0,"['Drama', 'Romance']",[]
3804,The Maltese Falcon,1942,3,0,0.0,963,tt0033870,375000,1000000,"['Mystery', 'Crime', 'Thriller']",['US']
3805,The Mambo Kings,1993,1,0,0.0,40082,tt0104802,0,6742168,"['Drama', 'Music']","['FR', 'US']"
3806,The Man Who Knew Too Much,1957,1,1,100.0,574,tt0049470,2500000,10250000,"['Adventure', 'Crime', 'Drama', 'Mystery', 'Thriller']",['US']
3807,The Man Who Planted Trees,1988,1,1,100.0,49565,tt0093488,0,0,"['Animation', 'Drama']","['CA', 'FR']"
3808,The Man Who Shot Liberty Valance,1963,1,0,0.0,11697,tt0056217,3200000,8000000,['Western'],['US']
3809,The Man Who Skied down Everest,1976,1,1,100.0,37339,tt0073340,0,0,"['Documentary', 'Foreign']",['JP']
3810,The Man Who Walked Alone,1946,1,0,0.0,217157,tt0037893,0,0,[],[]
3811,The Man Who Wasn't There,2002,1,0,0.0,10778,tt0243133,0,0,"['Crime', 'Drama']","['GB', 'US']"
3812,The Man Who Would Be King,1976,4,0,0.0,983,tt0073341,0,0,"['Adventure', 'Drama']","['US', 'GB']"
3813,The Man in the Glass Booth,1976,1,0,0.0,48364,tt0073345,0,0,"['Action', 'Drama', 'Thriller']",['US']
3814,The Man in the Iron Mask,1940,1,0,0.0,43836,tt0031619,0,0,"['Romance', 'Drama']",['US']
3815,The Man in the White Suit,1953,1,0,0.0,0,False,False,False,False,False
3816,The Man on Lincoln's Nose,2001,1,0,0.0,136955,tt0271628,0,0,[],[]
3817,The Man with the Golden Arm,1956,3,0,0.0,541,tt0048347,0,0,"['Crime', 'Drama', 'Romance']",['US']
3818,The Man without a Country,1938,1,0,0.0,233710,tt0029204,0,0,[],[]
3819,The Man without a Past,2003,1,0,0.0,7294,tt0311519,0,0,"['Romance', 'Comedy', 'Drama']",['FI']
3820,The Manchurian Candidate,1963,2,0,0.0,982,tt0056218,80000000,96105910,"['Mystery', 'Thriller']",['US']
3821,The Mark,1962,1,0,0.0,153652,tt0055146,0,0,['Drama'],['GB']
3822,The Mark of Zorro,1941,1,0,0.0,32093,tt0032762,0,0,"['Action', 'Adventure', 'Drama', 'Romance', 'Western']",['US']
3823,The Mark of the Maker,1992,1,0,0.0,244737,tt0102406,0,0,[],[]
3824,The Martian,2016,7,0,0.0,286217,tt3659388,108000000,630161890,"['Drama', 'Adventure', 'Science Fiction']",['US']
3825,The Mask,1995,1,0,0.0,854,tt0110475,23000000,351583407,"['Romance', 'Comedy', 'Crime', 'Fantasy']",['US']
3826,The Mask of Zorro,1999,2,0,0.0,9342,tt0120746,95000000,250288523,"['Action', 'Adventure']",['US']
3827,The Master,2013,3,0,0.0,68722,tt1560747,32000000,28258060,['Drama'],['US']
3828,The Masters of Disaster,1987,1,0,0.0,244680,tt0091494,0,0,['Documentary'],[]
3829,The Mating Season,1952,1,0,0.0,108232,tt0043792,0,0,['Comedy'],['US']
3830,The Matrix,2000,4,4,100.0,603,tt0133093,63000000,463517383,"['Action', 'Science Fiction']","['AU', 'US']"
3831,The Mayor of 44th Street,1943,1,0,0.0,218299,tt0035048,0,0,"['Drama', 'Music', 'Romance']",['US']
3832,The Medium,1953,1,0,0.0,0,False,False,False,False,False
3833,The Member of the Wedding,1953,1,0,0.0,93775,tt0044896,0,0,['Drama'],['US']
3834,The Men,1951,1,0,0.0,1882,tt0042727,0,0,['Drama'],['US']
3835,The Men in Her Life,1942,1,0,0.0,96695,tt0033900,0,0,['Drama'],['US']
3836,The Mermaid,1998,1,0,0.0,0,False,False,False,False,False
3837,The Merry Monahans,1945,1,0,0.0,218095,tt0037070,0,0,[],[]
3838,The Merry Old Soul,1934,1,0,0.0,87951,tt0142655,0,0,['Animation'],['US']
3839,The Merry Widow,1953,2,0,0.0,185197,tt0044900,0,0,"['Drama', 'Music']",['US']
3840,The Merry Widow,1935,1,1,100.0,43689,tt0025493,0,0,"['Comedy', 'Drama', 'Music', 'Romance']",['US']
3841,The Merry Wives of Windsor Overture,1954,1,1,100.0,243003,tt0046154,0,0,['Music'],['US']
3842,The Messenger,2010,2,0,0.0,28089,tt0790712,6500000,1521261,"['Drama', 'History']",['US']
3843,The Mighty River,1994,1,0,0.0,0,False,False,False,False,False
3844,The Mikado,1940,1,0,0.0,68201,tt0031650,0,0,"['Comedy', 'Music', 'Romance']",['GB']
3845,The Milagro Beanfield War,1989,1,1,100.0,13482,tt0095638,0,0,"['Comedy', 'Drama']",['US']
3846,The Milk of Sorrow,2010,1,0,0.0,28644,tt1206488,0,0,['Drama'],"['ES', 'PE']"
3847,The Milky Way,1941,1,1,100.0,163882,tt0032794,0,0,[],[]
3848,The Miracle Worker,1963,5,2,40.0,1162,tt0056241,500000,2500000,['Drama'],['US']
3849,The Miracle of Morgan's Creek,1945,1,0,0.0,42879,tt0037077,0,0,"['Comedy', 'Romance', 'War']",['US']
3850,The Mirror Has Two Faces,1997,2,0,0.0,25189,tt0117057,42000000,0,"['Comedy', 'Drama', 'Romance']",['US']
3851,The Missing Picture,2014,1,0,0.0,0,False,False,False,False,False
3852,The Mission,1987,7,1,14.285714285714285,11416,tt0091530,24500000,17218023,"['Adventure', 'Drama', 'Action', 'History']","['FR', 'GB']"
3853,The Mississippi Gambler,1954,1,0,0.0,189885,tt0046080,0,0,"['Adventure', 'Romance', 'Western']",['US']
3854,The Model and the Marriage Broker,1952,1,0,0.0,132094,tt0043813,0,0,"['Drama', 'Comedy']",['US']
3855,The Molly Maguires,1971,1,0,0.0,42345,tt0066090,11000000,2200000,"['Drama', 'History']",['US']
3856,The Monk and the Fish,1995,1,0,0.0,48486,tt0110547,0,0,['Animation'],['FR']
3857,The Moon Is Blue,1954,3,0,0.0,71839,tt0046094,0,0,"['Comedy', 'Romance']",['US']
3858,The Moon and Sixpence,1944,1,0,0.0,0,False,False,False,False,False
3859,The Moon and the Son: An Imagined Conversation,2006,1,1,100.0,44360,tt0449619,0,0,[],['US']
3860,The More the Merrier,1944,6,1,16.666666666666668,80616,tt0036172,0,0,"['Comedy', 'Romance']",['US']
3861,The Morning After,1987,1,0,0.0,31924,tt0091554,0,25147055,"['Crime', 'Drama', 'Mystery', 'Thriller']",['US']
3862,The Morning Spider,1977,1,0,0.0,243581,tt0074919,0,0,[],[]
3863,The Most Dangerous Man in America: Daniel Ellsberg and the Pentagon Papers,2010,1,0,0.0,34576,tt1319726,0,0,['Documentary'],['US']
3864,The Motorcycle Diaries,2005,2,1,50.0,1653,tt0318462,0,16756372,['Drama'],"['BR', 'AR', 'CL', 'FR', 'DE', 'PE', 'GB', 'US']"
3865,The Mudlark,1952,1,0,0.0,0,False,False,False,False,False
3866,The Mummy,2000,1,0,0.0,564,tt0120616,80000000,415885488,"['Adventure', 'Action', 'Fantasy']",['US']
3867,The Muppet Movie,1980,2,0,0.0,11176,tt0079588,0,76657000,"['Music', 'Adventure', 'Comedy', 'Family']",['US']
3868,The Muppets,2012,1,1,100.0,64328,tt1204342,45000000,165184237,"['Comedy', 'Family', 'Music']",['US']
3869,The Muppets Take Manhattan,1985,1,0,0.0,11899,tt0087755,8000000,0,"['Romance', 'Comedy', 'Family']","['GB', 'US']"
3870,The Mushroom Club,2006,1,0,0.0,245016,tt0762119,0,0,[],[]
3871,The Music Box,1933,1,1,100.0,44892,tt0023251,0,0,"['Action', 'Comedy']",['US']
3872,The Music Teacher,1989,1,0,0.0,58558,tt0095606,0,0,['Music'],[]
3873,The Mysterious Geographic Explorations of Jasper Morello,2006,1,0,0.0,52762,tt0469146,0,0,"['Adventure', 'Animation', 'Mystery']",['AU']
3874,The Naked City,1949,3,2,66.66666666666667,20482,tt0040636,0,0,"['Crime', 'Drama', 'Mystery', 'Thriller']",['US']
3875,The Naked Eye,1957,1,0,0.0,149267,tt0049538,0,0,['Documentary'],['US']
3876,The Naked Prey,1967,1,0,0.0,0,False,False,False,False,False
3877,The Naked Spur,1954,1,0,0.0,20442,tt0044953,0,0,"['Action', 'Adventure', 'Drama', 'Western']",['US']
3878,The Narrow Margin,1953,1,0,0.0,31713,tt0044954,10000000,0,"['Action', 'Crime', 'Drama', 'Mystery', 'Thriller']",['US']
3879,The Nasty Girl,1991,1,0,0.0,4339,tt0100557,0,0,"['Comedy', 'Drama', 'Foreign']",['DE']
3880,The Natural,1985,4,0,0.0,11393,tt0087781,28000000,47951979,['Drama'],['US']
3881,The Navy Comes Through,1943,1,0,0.0,99674,tt0035113,0,0,"['War', 'Drama']",['US']
3882,The Nest,1981,1,0,0.0,136676,tt0079625,0,0,['Drama'],['ES']
3883,The New Land,1973,1,0,0.0,42488,tt0069035,0,0,"['Drama', 'Western']",['SE']
3884,The New Spirit,1943,1,0,0.0,64701,tt0035120,0,0,"['Documentary', 'Animation']",['US']
3885,The New Tenants,2010,1,1,100.0,47798,tt1520428,0,0,[],"['DK', 'US']"
3886,The New World,2006,1,0,0.0,11400,tt0402399,30000000,30536013,"['Drama', 'History', 'Romance']",['US']
3887,The Night before Christmas,1942,1,0,0.0,39894,tt0033952,0,0,['Animation'],['US']
3888,The Night of the Iguana,1965,4,1,25.0,14703,tt0058404,3000000,12000000,"['Drama', 'Romance']",['US']
3889,The Nightmare before Christmas,1994,1,0,0.0,0,False,False,False,False,False
3890,The Nights of Cabiria,1958,1,1,100.0,0,False,False,False,False,False
3891,The Ninth Circle,1961,1,0,0.0,198909,tt0053764,0,0,['Drama'],['HR']
3892,The Noose,1929,1,0,0.0,113167,tt0019217,0,0,['Drama'],['US']
3893,The North Star,1944,6,0,0.0,48127,tt0036217,0,0,"['Action', 'Adventure', 'Drama']",['US']
3894,The Numbers Start with the River,1972,1,0,0.0,243358,tt0067507,0,0,[],[]
3895,The Nun's Story,1960,8,0,0.0,27029,tt0053131,3500000,12800000,['Drama'],['US']
3896,The Nutty Professor,1997,1,1,100.0,9327,tt0117218,54000000,128769345,"['Fantasy', 'Comedy', 'Romance', 'Science Fiction']",['US']
3897,The Odd Couple,1969,2,0,0.0,11356,tt0063374,0,44527234,['Comedy'],['US']
3898,The Odds Against,1967,1,0,0.0,243301,tt0060776,0,0,[],[]
3899,The Official Story,1986,2,1,50.0,29263,tt0089276,0,0,"['Drama', 'History']",['AR']
3900,The Old Man and the Sea,1959,3,1,33.333333333333336,11331,tt0052027,0,0,"['Adventure', 'Drama']",['US']
3901,The Old Man and the Sea,2000,1,1,100.0,38577,tt0207639,0,0,"['Adventure', 'Animation', 'Drama']",['RU']
3902,The Old Mill,1938,1,1,100.0,72640,tt0029339,50663,0,['Animation'],['US']
3903,The Olympics in Mexico,1970,1,0,0.0,118881,tt0064756,0,0,['Documentary'],['MX']
3904,The Omen,1977,2,1,50.0,794,tt0075005,2800000,60922980,"['Horror', 'Thriller']","['GB', 'US']"
3905,The Organizer,1965,1,0,0.0,0,False,False,False,False,False
3906,The Oscar,1967,2,0,0.0,56168,tt0060801,0,0,['Drama'],['US']
3907,The Other Half of the Sky: A China Memoir,1976,1,0,0.0,149343,tt0073495,0,0,[],[]
3908,The Other Side of Midnight,1978,1,0,0.0,80844,tt0076507,0,0,"['Drama', 'Romance', 'Thriller']",['US']
3909,The Other Side of Sunday,1997,1,0,0.0,46754,tt0117817,0,0,"['Drama', 'Comedy', 'Foreign']",['NO']
3910,The Other Side of the Mountain,1976,1,0,0.0,86233,tt0073496,0,0,"['Romance', 'Drama']",[]
3911,The Outlaw Josey Wales,1977,1,0,0.0,10747,tt0075029,3700000,31800000,"['Drama', 'Western']",['US']
3912,The Ox,1992,1,0,0.0,125882,tt0102619,0,0,['Drama'],"['DK', 'SE', 'NO']"
3913,The Ox-Bow Incident,1944,1,0,0.0,980,tt0036244,0,0,"['Action', 'Drama', 'Western']",['US']
3914,The Painted Door,1985,1,0,0.0,244639,tt0087871,0,0,['Drama'],['CA']
3915,The Paleface,1949,1,1,100.0,17804,tt0040679,0,0,"['Comedy', 'Western']",['US']
3916,The Panama Deception,1993,1,1,100.0,41773,tt0105089,0,0,['Documentary'],"['GB', 'US']"
3917,The Paper,1995,1,0,0.0,12280,tt0110771,6000000,0,"['Comedy', 'Drama']",['US']
3918,The Paper Chase,1974,3,1,33.333333333333336,14328,tt0070509,0,0,"['Comedy', 'Drama', 'Romance']",['US']
3919,The Paradine Case,1948,1,0,0.0,31667,tt0039694,4258000,0,"['Drama', 'Crime', 'Thriller']",['US']
3920,The Parent Trap,1962,2,0,0.0,19186,tt0055277,0,0,"['Comedy', 'Family']",['US']
3921,The Passion of the Christ,2005,3,0,0.0,615,tt0335345,30000000,611899420,['Drama'],['IT']
3922,The Passover Plot,1977,1,0,0.0,152256,tt0075043,0,0,[],[]
3923,The Patriot,1930,5,1,20.0,0,False,False,False,False,False
3924,The Patriot,2001,3,0,0.0,2024,tt0187393,110000000,215294342,"['Drama', 'History', 'War', 'Action']","['DE', 'US']"
3925,The Pawnbroker,1966,1,0,0.0,20540,tt0059575,500000,0,['Drama'],['US']
3926,The Pedestrian,1974,1,0,0.0,42460,tt0070086,0,0,[],"['DE', 'CH', 'IL']"
3927,The People vs. Larry Flynt,1997,2,0,0.0,1630,tt0117318,36000000,20300385,['Drama'],['US']
3928,The Perfect Storm,2001,2,0,0.0,2133,tt0177971,120000000,325756637,['Drama'],['US']
3929,The Perils of Pauline,1948,1,0,0.0,149687,tt0039698,0,0,['Comedy'],['US']
3930,The Periwig-Maker,2001,1,0,0.0,48522,tt0239797,0,0,['Animation'],['DE']
3931,The Personals: Improvisations on Romance in the Golden Years,1999,1,1,100.0,0,False,False,False,False,False
3932,The Phantom of the Opera,2005,3,0,0.0,9833,tt0293508,70000000,154648887,"['Music', 'Thriller', 'Drama', 'Romance']","['GB', 'US']"
3933,The Philadelphia Story,1941,6,2,33.333333333333336,981,tt0032904,0,0,"['Comedy', 'Romance']",['US']
3934,The Phone Call,2015,1,1,100.0,0,False,False,False,False,False
3935,The Pianist,2003,7,3,42.857142857142854,423,tt0253474,35000000,120072577,"['Drama', 'War']","['FR', 'DE', 'PL', 'GB']"
3936,The Piano,1994,8,3,37.5,713,tt0107822,7000000,116700000,"['Drama', 'Romance']","['NZ', 'AU', 'FR']"
3937,The Pickwick Papers,1956,1,0,0.0,0,False,False,False,False,False
3938,The Picture of Dorian Gray,1946,3,1,33.333333333333336,16559,tt0037988,0,0,"['Fantasy', 'Drama', 'Horror', 'Thriller']",['US']
3939,The Pied Piper,1943,3,0,0.0,84085,tt0035189,0,0,[],['US']
3940,The Pied Piper of Guadalupe,1962,1,0,0.0,234707,tt0055298,0,0,"['Animation', 'Comedy']",[]
3941,The Pig,2009,1,0,0.0,0,False,False,False,False,False
3942,The Pigeon That Took Rome,1963,1,0,0.0,170195,tt0056349,0,0,"['Comedy', 'War']",['US']
3943,The Pink Blueprint,1967,1,0,0.0,243294,tt0060834,0,0,['Animation'],[]
3944,The Pink Panther,1965,1,0,0.0,1594,tt0058586,0,12368234,"['Comedy', 'Crime']","['GB', 'US']"
3945,The Pink Panther Strikes Again,1977,1,0,0.0,12268,tt0075066,6000000,33833201,"['Comedy', 'Mystery']","['GB', 'US']"
3946,The Pink Phink,1965,1,1,100.0,149193,tt0058472,0,0,['Animation'],['US']
3947,The Pirate,1949,1,0,0.0,35032,tt0040694,3700000,2956000,"['Music', 'Romance']",['US']
3948,The Pirates! Band of Misfits,2013,1,0,0.0,72197,tt1430626,60000000,118338361,"['Animation', 'Adventure', 'Family', 'Comedy']",['GB']
3949,The Player,1993,3,0,0.0,10403,tt0105151,8000000,21706101,"['Comedy', 'Drama']",['US']
3950,The Pleasure Seekers,1966,1,0,0.0,0,False,False,False,False,False
3951,The Poet and Peasant,1946,1,0,0.0,240397,tt0037994,0,0,['Animation'],['US']
3952,The Pointer,1940,1,0,0.0,67599,tt0031803,0,0,"['Animation', 'Family', 'Comedy']",['US']
3953,The Polar Express,2005,3,0,0.0,5255,tt0338348,165000000,305875730,"['Adventure', 'Animation', 'Family', 'Fantasy']",['US']
3954,The Policeman,1972,1,0,0.0,78233,tt0066374,0,0,"['Comedy', 'Drama']",['IL']
3955,The Pope of Greenwich Village,1985,1,0,0.0,32081,tt0087932,0,0,"['Drama', 'Action', 'Comedy', 'Crime']",['US']
3956,The Portrait of a Lady,1997,2,0,0.0,36758,tt0117364,0,3692836,"['Drama', 'Romance']","['GB', 'US']"
3957,The Poseidon Adventure,1973,9,2,22.222222222222218,551,tt0069113,5000000,84563118,"['Action', 'Adventure']",['US']
3958,The Postman (Il Postino),1996,5,1,20.0,0,False,False,False,False,False
3959,The Power and the Prize,1957,1,0,0.0,193562,tt0049635,0,0,['Drama'],['US']
3960,The Preacher's Wife,1997,1,0,0.0,21539,tt0117372,40000000,48093211,"['Fantasy', 'Drama', 'Comedy', 'Science Fiction', 'Romance', 'Family']",['US']
3961,The President's Lady,1954,2,0,0.0,89158,tt0046204,0,0,['Drama'],['US']
