movie,indication_year,number_indications,victories,percentage_victories,tmdb_id
The Great Caruso,1952,3,1,33.333333333333336,98328
Citizen Kane,1942,9,1,11.11111111111111,15
Disraeli,1931,3,1,33.333333333333336,0
The Third Man,1951,3,1,33.333333333333336,0
"They Shoot Horses, Don't They?",1970,9,1,11.11111111111111,28145
Heaven Can Wait,1979,9,1,11.11111111111111,12185
Since You Went Away,1945,9,1,11.11111111111111,42401
In a Better World,2011,1,1,100.0,44716
For Whom the Bell Tolls,1944,9,1,11.11111111111111,27854
The Paper Chase,1974,3,1,33.333333333333336,14328
The Hours,2003,9,1,11.11111111111111,590
Tootsie,1983,10,1,10.0,9576
Giant,1957,10,1,10.0,1712
Anne of the Thousand Days,1970,10,1,10.0,22522
The Westerner,1941,3,1,33.333333333333336,14710
In Beaver Valley,1951,1,1,100.0,0
The Graduate,1968,7,1,14.285714285714286,37247
Never on Sunday,1961,5,1,20.0,43039
Manipulation,1992,1,1,100.0,47207
The Ten Commandments,1957,7,1,14.285714285714286,6844
March of the Penguins,2006,1,1,100.0,1667
Midnight in Paris,2012,4,1,25.0,59436
"Monsters, Inc.",2002,4,1,25.0,585
Dodsworth,1937,7,1,14.285714285714286,31507
Michael Clayton,2008,7,1,14.285714285714286,4566
Bullets over Broadway,1995,7,1,14.285714285714286,11382
Lieberman in Love,1996,1,1,100.0,244887
The Crunch Bird,1972,1,1,100.0,185399
Coquette,1930,1,1,100.0,85507
Adaptation,2003,4,1,25.0,2757
The Lives of a Bengal Lancer,1936,7,1,14.285714285714286,43898
Missing,1983,4,1,25.0,15600
Manhattan Melodrama,1935,1,1,100.0,28564
The Wetback Hound,1958,1,1,100.0,243161
Le Mozart des Pickpockets (The Mozart of Pickpockets),2008,1,1,100.0,0
Pygmalion,1939,4,1,25.0,25016
Main Street on the March!,1942,1,1,100.0,236802
The Color of Money,1987,4,1,25.0,11873
Mississippi Burning,1989,7,1,14.285714285714286,1632
Flashdance,1984,4,1,25.0,535
Air Force,1944,4,1,25.0,15807
Blossoms in the Dust,1942,4,1,25.0,84087
The Critic,1964,1,1,100.0,146320
The Mission,1987,7,1,14.285714285714286,11416
Star Trek,2010,4,1,25.0,13475
The Razor's Edge,1947,4,1,25.0,56135
The Sunshine Boys,1976,4,1,25.0,16561
Sense and Sensibility,1996,7,1,14.285714285714286,4584
The Fantastic Flying Books of Mr. Morris Lessmore,2012,1,1,100.0,86412
Ran,1986,4,1,25.0,11645
A Star Is Born,1938,7,1,14.285714285714286,22692
Sons and Lovers,1961,7,1,14.285714285714286,53939
The Golden Fish,1960,1,1,100.0,243183
The Cove,2010,1,1,100.0,23128
Desperate Journey,1943,1,0,0.0,55236
Army Champions,1942,1,0,0.0,236809
Adventures of Robinson Crusoe,1955,1,0,0.0,54979
Balseros,2004,1,0,0.0,0
A Farewell to Arms,1958,1,0,0.0,80255
At the Edge of Conquest: The Journey of Chief Wai-Wai,1993,1,0,0.0,244750
Arms and the Man,1959,1,0,0.0,192727
Don't Tell,2006,1,0,0.0,18219
A Single Life,2015,1,0,0.0,289280
Bridget Jones's Diary,2002,1,0,0.0,634
A Man Called Peter,1956,1,0,0.0,45136
Affair in Trinidad,1953,1,0,0.0,61430
Bright Star,2010,1,0,0.0,29963
Breaking the Language Barrier,1962,1,0,0.0,243210
Aquamania,1962,1,0,0.0,66820
A Man Thing (Meska Sprawa),2002,1,0,0.0,0
A Matter of Loaf and Death,2010,1,0,0.0,0
Dillinger,1946,1,0,0.0,28115
April Love,1958,1,0,0.0,106833
A Mighty Wind,2004,1,0,0.0,13370
Appointment for Love,1942,1,0,0.0,95320
A Simple Story,1980,1,0,0.0,0
Art Is...,1972,1,0,0.0,0
Bridge of Time,1953,1,0,0.0,0
After the Thin Man,1937,1,0,0.0,14588
Artists and Orphans: A True Drama,2002,1,0,0.0,0
Brooms,1996,1,0,0.0,0
Breaking the Waves,1997,1,0,0.0,145
Asylum,2004,1,0,0.0,244995
Asad,2013,1,0,0.0,146891
As It Is in Heaven,2005,1,0,0.0,464
Arturo Toscanini,1945,1,0,0.0,240385
Diner,1983,1,0,0.0,13776
A Stolen Life,1947,1,0,0.0,43470
A Stitch for Time,1988,1,0,0.0,149387
A Sport Is Born,1961,1,0,0.0,243194
At Night,2008,1,0,0.0,201770
Dimanche/Sunday,2012,1,0,0.0,0
A Space to Grow,1969,1,0,0.0,243326
"Africa, Prelude to Victory",1943,1,0,0.0,236844
Artists and Models,1938,1,0,0.0,180004
A Soccer Story (Uma Historia de Futebol),2001,1,0,0.0,0
Brooklyn Bridge,1982,1,0,0.0,0
Brewster's Millions,1946,1,0,0.0,43489
Donald in Mathmagic Land,1960,1,0,0.0,19715
Afterglow,1998,1,0,0.0,26941
After the Wedding,2007,1,0,0.0,3549
Ballet Robotique,1983,1,0,0.0,244405
Arthur and Lillie,1976,1,0,0.0,243410
A Majority of One,1962,1,0,0.0,158800
A Single Man,2010,1,0,0.0,34653
Bride of Frankenstein,1936,1,0,0.0,229
Bronx Cheers,1991,1,0,0.0,244718
Bulworth,1999,1,0,0.0,9452
"Brooklyn, U.S.A.",1948,1,0,0.0,240430
Back Street,1962,1,0,0.0,43017
Charade,1964,1,0,0.0,4808
Ballad of a Soldier,1962,1,0,0.0,0
"$1,000 a Minute",1936,1,0,0.0,218388
Chariots of the Gods,1971,1,0,0.0,42587
Balalaika,1940,1,0,0.0,127570
Bagdad Cafe,1989,1,0,0.0,0
El Crimen del Padre Amaro,2003,1,0,0.0,542
Badgered,2006,1,0,0.0,220867
A Ship Comes In,1929,1,0,0.0,104212
Background,1974,1,0,0.0,243382
Don Juan DeMarco,1996,1,0,0.0,0
Back to the Future Part II,1990,1,0,0.0,165
A Place to Live,1942,1,0,0.0,236821
Charlie Wilson's War,2008,1,0,0.0,6538
A Portrait of Giselle,1983,1,0,0.0,149368
Camera Thrills,1936,1,0,0.0,233676
Back Street,1942,1,0,0.0,109016
Charlie and the Chocolate Factory,2006,1,0,0.0,118
Bachelor in Paradise,1962,1,0,0.0,52841
A Royal Affair,2013,1,0,0.0,88273
Don't Mess with Bill,1981,1,0,0.0,244376
Chase of Death,1950,1,0,0.0,240458
Chasing Ice,2013,1,0,0.0,84185
"Chau, beyond the Lines",2016,1,0,0.0,369362
Bachelor Mother,1940,1,0,0.0,36488
A Preferred List,1934,1,0,0.0,233642
Chances Are,1990,1,0,0.0,3064
Atomic Power,1947,1,0,0.0,240418
Babes on Broadway,1943,1,0,0.0,0
A Prophet,2010,1,0,0.0,21575
Audioscopiks,1936,1,0,0.0,197173
A Place in the World,1993,1,0,0.0,32635
Athletes of the Saddle,1953,1,0,0.0,242990
A Ship Is Born,1943,1,0,0.0,236857
Ape and Super-Ape,1973,1,0,0.0,149326
Destination Tokyo,1944,1,0,0.0,22871
A Morning Stroll,2012,1,0,0.0,91516
A Night at the Movies,1938,1,0,0.0,208527
Destino,2004,1,0,0.0,35114
Doubletalk,1976,1,0,0.0,243406
Camille,1938,1,0,0.0,0
Antonia: A Portrait of the Woman,1975,1,0,0.0,149335
Dirty Pretty Things,2004,1,0,0.0,0
Down on the Farm,1942,1,0,0.0,236812
"Dog, Cat and Canary",1945,1,0,0.0,0
Don't Talk,1943,1,0,0.0,131801
Everybody Famous!,2001,1,0,0.0,58886
A Place in the Land,1999,1,0,0.0,244938
Balzac,1952,1,0,0.0,242973
Antarctic Crossing,1959,1,0,0.0,149269
Endless Love,1982,1,0,0.0,19114
Cheers for Miss Bishop,1942,1,0,0.0,142876
Another Year,2011,1,0,0.0,44009
Anonymous,2012,1,0,0.0,0
Chang,1929,1,0,0.0,233762
Shenandoah,1966,1,0,0.0,21027
Anomalisa,2016,1,0,0.0,291270
On Any Sunday,1972,1,0,0.0,29251
Annie Was a Wonder,1949,1,0,0.0,0
A Place in the Sun,1961,1,0,0.0,0
Chapter Two,1980,1,0,0.0,42168
Aquel No Era Yo (That Wasn't Me),2014,1,0,0.0,0
Dolphins,2001,1,0,0.0,19356
Desire under the Elms,1959,1,0,0.0,77960
Donald's Crime,1946,1,0,0.0,55354
Adventures in Perception,1972,1,0,0.0,0
20th Century Women,2017,1,0,0.0,342737
4 Little Girls,1998,1,0,0.0,26580
Butch and Sundance: The Early Days,1980,1,0,0.0,37598
Butter Lamp (La Lampe Au Beurre De Yak),2015,1,0,0.0,0
A Wild Hare,1941,1,0,0.0,144904
3rd Ave. El,1956,1,0,0.0,243032
Buzkashi Boys,2013,1,0,0.0,146892
By Courier,2001,1,0,0.0,244957
A Woman of Affairs;,1930,1,0,0.0,0
Deconstructing Harry,1998,1,0,0.0,2639
Building a Building,1934,1,0,0.0,161836
Cabin in the Sky,1944,1,0,0.0,59964
3 Misses,2000,1,0,0.0,0
A Yank in the R.A.F.,1942,1,0,0.0,49609
Building Bombs,1991,1,0,0.0,0
Cadillac Dreams,1989,1,0,0.0,244699
45 Years,2016,1,0,0.0,311291
Bugsy Malone,1977,1,0,0.0,8446
Dedalo,1977,1,0,0.0,0
1848,1950,1,0,0.0,0
1776,1973,1,0,0.0,1
Caesar and Cleopatra,1947,1,0,0.0,0
Buena Vista Social Club,2000,1,0,0.0,1
Cain and Mabel,1937,1,0,0.0,1
Calgary Stampede,1949,1,0,0.0,1
140 Days under the World,1965,1,0,0.0,1
13th,2017,1,0,0.0,1
Across the Universe,2008,1,0,0.0,1
Brubaker,1981,1,0,0.0,1
Doctor Strange,2017,1,0,0.0,1
Brother Sun Sister Moon,1974,1,0,0.0,0
4.1 Miles,2017,1,0,0.0,1
Diamonds Are Forever,1972,1,0,0.0,1
Doctor De Soto,1985,1,0,0.0,0
Death of a Shadow (Dood van een Schaduw),2013,1,0,0.0,0
Defiance,2009,1,0,0.0,1
A Time for Burning,1968,1,0,0.0,1
Bullhead,2012,1,0,0.0,1
About a Boy,2003,1,0,0.0,1
Burma VJ,2010,1,0,0.0,0
A Time to Love and a Time to Die,1959,1,0,0.0,1
A Little Vicious,1992,1,0,0.0,1
A King's Story,1968,1,0,0.0,0
A Jury of Her Peers,1981,1,0,0.0,1
Bullfighter and the Lady,1952,1,0,0.0,1
A Boy Named Charlie Brown,1971,1,0,0.0,0
A Voice Is Born: The Story of Niklos Gafni,1948,1,0,0.0,0
A Better Life,2012,1,0,0.0,1
Death in Venice,1972,1,0,0.0,6619
9,2006,1,0,0.0,98622
Bull Durham,1989,1,0,0.0,287
Burning Down Tomorrow,1991,1,0,0.0,244725
A War,2016,1,0,0.0,348674
89mm od Europy (89mm from Europe),1995,1,0,0.0,0
Bus Stop,1957,1,0,0.0,24010
Death on the Job,1992,1,0,0.0,149397
7:35 in the Morning (7:35 de la Mañana),2005,1,0,0.0,0
7 Faces of Dr. Lao,1965,1,0,0.0,14241
Brother Bear,2004,1,0,0.0,10009
5 Broken Cameras,2013,1,0,0.0,0
Dodes'ka-Den,1972,1,0,0.0,0
A Way Out of the Wilderness,1969,1,0,0.0,243327
Buster,1989,1,0,0.0,24782
Debonair Dancers,1987,1,0,0.0,244679
Diary of a Mad Housewife,1971,1,0,0.0,31677
"Bror, Min Bror (Teis and Nico)",2000,1,0,0.0,0
13 Hours: The Secret Soldiers of Benghazi,2017,1,0,0.0,300671
Chile: Hasta Cuando?,1987,1,0,0.0,136519
A Day at the Races,1938,1,0,0.0,11939
Addams Family Values,1994,1,0,0.0,2758
A Gathering of Eagles,1964,1,0,0.0,124058
Divided We Fall,2001,1,0,0.0,29937
Double Feature,1985,1,0,0.0,202787
Detouring America,1940,1,0,0.0,187326
Doing Time: Life inside the Big House,1992,1,0,0.0,149398
Brave Little Tailor,1939,1,0,0.0,57472
A Cage of Nightingales,1948,1,0,0.0,0
Donnie Brasco,1998,1,0,0.0,9366
A Few Notes on Our Food Problem,1969,1,0,0.0,149310
A Dry White Season,1990,1,0,0.0,32075
Dive-Hi Champs,1947,1,0,0.0,240411
A Different Approach,1979,1,0,0.0,243617
A Day in the Life of Bonnie Consolo,1976,1,0,0.0,243405
A Cry in the Dark,1989,1,0,0.0,35119
A Grand Day Out,1991,1,0,0.0,530
Bravery in the Field,1980,1,0,0.0,244351
A City Decides,1957,1,0,0.0,243046
Dirty Wars,2014,1,0,0.0,159004
Adolescence,1967,1,0,0.0,243297
A City Called Copenhagen,1961,1,0,0.0,243200
"Bread, Love and Dreams",1955,1,0,0.0,0
Desert Killer,1953,1,0,0.0,0
Dogtooth,2011,1,0,0.0,0
Desert Wonderland,1943,1,0,0.0,236839
A Chef in Love,1997,1,0,0.0,105763
Breaker Morant,1981,1,0,0.0,13783
Breaking the Habit,1965,1,0,0.0,0
Adventure in the Bronx,1942,1,0,0.0,236823
A Chairy Tale,1958,1,0,0.0,148176
Deliver Us from Evil,2007,1,0,0.0,13364
Boy on a Dolphin,1958,1,0,0.0,37596
12,2008,1,0,0.0,20714
Breaking the Ice,1939,1,0,0.0,91818
12:01 PM,1991,1,0,0.0,30647
102 Dalmatians,2001,1,0,0.0,10481
(A) Torzija [(A) Torsion],2004,1,0,0.0,0
A Long Way from Nowhere,1971,1,0,0.0,243345
Camila,1985,1,0,0.0,42085
'Crocodile' Dundee,1987,1,0,0.0,9671
24-Hour Alert,1956,1,0,0.0,234946
Action in the North Atlantic,1944,1,0,0.0,23051
After the Axe,1983,1,0,0.0,136674
A Bug's Life,1999,1,0,0.0,9487
A Queen Is Crowned,1954,1,0,0.0,149259
A Cat in Paris,2012,1,0,0.0,0
A House Is Not a Home,1965,1,0,0.0,216661
Deep South,1938,1,0,0.0,233703
Die Rote Jacke (The Red Jacket),2004,1,0,0.0,0
Divorce American Style,1968,1,0,0.0,102057
Bosom Friends,1935,1,0,0.0,233660
Double or Nothing,1937,1,0,0.0,233684
A Hatful of Rain,1958,1,0,0.0,37086
Adam Clayton Powell,1990,1,0,0.0,136652
Deep Waters,1949,1,0,0.0,36336
Boundin',2004,1,0,0.0,13062
Adam and Dog,2013,1,0,0.0,0
A Handful of Dust,1989,1,0,0.0,46021
A Guy Named Joe,1945,1,0,0.0,43306
A Gun in His Hand,1946,1,0,0.0,130357
Adam's Rib,1951,1,0,0.0,0
Adam,1993,1,0,0.0,54821
Boy and the World,2016,1,0,0.0,0
A Great Day in Harlem,1995,1,0,0.0,124472
A Rage to Live,1966,1,0,0.0,104759
"De Tripas, Corazon",1997,1,0,0.0,244904
B. F.'s Daughter,1949,1,0,0.0,0
Conquest of Light,1976,1,0,0.0,243403
Hatch Up Your Troubles,1950,1,0,0.0,67823
Copy Shop,2002,1,0,0.0,53981
Havana,1991,1,0,0.0,22189
Contact,1998,1,0,0.0,686
Contact,1993,1,0,0.0,0
Head over Heels,2013,1,0,0.0,0
Heart Like a Wheel,1984,1,0,0.0,34599
Heart to Heart,1949,1,0,0.0,29682
Heartbreak Ridge,1956,1,0,0.0,149264
Harp of Burma,1957,1,0,0.0,0
Heartbreak Ridge,1987,1,0,0.0,10015
Girls' School,1939,1,0,0.0,235645
Heaven's Gate,1982,1,0,0.0,0
Heavenly Creatures,1995,1,0,0.0,1024
Hedd Wyn,1994,1,0,0.0,0
Conquer by the Clock,1943,1,0,0.0,236847
Hedda,1976,1,0,0.0,42256
Helicopter Canada,1967,1,0,0.0,149297
Hell and Back Again,2012,1,0,0.0,74310
Hell and High Water,1955,1,0,0.0,23097
Harry Potter and the Goblet of Fire,2006,1,0,0.0,674
Harlem Nights,1990,1,0,0.0,9085
Hatari!,1963,1,0,0.0,11385
Harvest,1968,1,0,0.0,149302
Harry and the Butler,1962,1,0,0.0,57911
Coraline,2010,1,0,0.0,14836
Dear Heart,1965,1,0,0.0,101226
"Give 'em Hell, Harry!",1976,1,0,0.0,174713
Give Up Yer Aul Sins,2002,1,0,0.0,0
Give Us the Earth,1948,1,0,0.0,240426
Coco before Chanel,2010,1,0,0.0,11156
Glen Campbell...I'll Be Me,2015,1,0,0.0,285689
Glengarry Glen Ross,1993,1,0,0.0,9504
Coup de Torchon ('Clean Slate'),1983,1,0,0.0,0
Gloria,1981,1,0,0.0,10889
Country,1985,1,0,0.0,42087
Glorious Betsy,1929,1,0,0.0,171354
Go for Broke!,1952,1,0,0.0,37214
Go into Your Dance;,1936,1,0,0.0,223361
Country Strong,2011,1,0,0.0,45272
Grand Canyon,1992,1,0,0.0,13697
Grand Illusion,1939,1,0,0.0,0
Everything in This Country Must,2005,1,0,0.0,245004
Cosmic Voyage,1997,1,0,0.0,13799
Heartbeeps,1982,1,0,0.0,73247
Corvette K-225,1944,1,0,0.0,177751
Harry Potter and the Half-Blood Prince,2010,1,0,0.0,767
Confidence,1981,1,0,0.0,49139
Comrade X,1941,1,0,0.0,32194
Guest in the House,1946,1,0,0.0,0
Colors Straight Up,1998,1,0,0.0,113287
Colonel Redl,1986,1,0,0.0,29471
College Queen,1947,1,0,0.0,240408
Happy New Year,1988,1,0,0.0,133781
Happy-Go-Lucky,2009,1,0,0.0,10503
Code Gray: Ethical Dilemmas in Nursing,1985,1,0,0.0,244658
Hardwood,2005,1,0,0.0,0
George Grosz' Interregnum,1961,1,0,0.0,243201
Genghis Blues,2000,1,0,0.0,28030
First Contact,1984,1,0,0.0,136671
Festival,1968,1,0,0.0,16247
Fiddlefest--Roberta Tzavaras and Her East Harlem Violin Program,1996,1,0,0.0,124632
Fiesta,1948,1,0,0.0,43968
Fifty Percent Grey,2002,1,0,0.0,85358
Fifty Shades of Grey,2016,1,0,0.0,216015
Fight Club,2000,1,0,0.0,550
Fight of the Wild Stallions,1948,1,0,0.0,240425
Fighting for Our Lives,1976,1,0,0.0,149340
Finding Vivian Maier,2015,1,0,0.0,169607
"Fine Food, Fine Pastries, Open 6 to 9",1990,1,0,0.0,244714
Coney Island,1944,1,0,0.0,69204
Fire at Sea,2017,1,0,0.0,377151
Hanussen,1989,1,0,0.0,29932
Hank Aaron: Chasing the Dream,1996,1,0,0.0,149409
Complaints of a Dutiful Daughter,1995,1,0,0.0,136520
Combat Report,1943,1,0,0.0,236846
Grandma Moses,1951,1,0,0.0,242960
Granny O'Grimm's Sleeping Beauty,2010,1,0,0.0,0
Grasshoppers (Cavallette),1991,1,0,0.0,48611
Commandos Strike at Dawn,1944,1,0,0.0,0
Grease,1979,1,0,0.0,621
Comes a Horseman,1979,1,0,0.0,42201
Come Fill the Cup,1952,1,0,0.0,150808
Green Card,1991,1,0,0.0,12157
Green Grass of Wyoming,1949,1,0,0.0,18985
Greetings Bait!,1944,1,0,0.0,236706
Gregor's Greatest Invention,2002,1,0,0.0,244973
Guard Dog,2005,1,0,0.0,48331
Guest Wife,1946,1,0,0.0,130374
Gullah Tales,1989,1,0,0.0,244700
Come Blow Your Horn,1964,1,0,0.0,33729
Gunga Din,1940,1,0,0.0,24965
Hail the Conquering Hero,1945,1,0,0.0,36498
"Hail, Caesar!",2017,1,0,0.0,270487
Half Nelson,2007,1,0,0.0,7859
Half a House,1977,1,0,0.0,0
Hallelujah,1931,1,0,0.0,0
God Is the Bigger Elvis,2012,1,0,0.0,0
Gigot,1963,1,0,0.0,48003
Ayn Rand: A Sense of Life,1998,1,0,0.0,0
China's Unnatural Disaster: The Tears of Sichuan Province,2010,1,0,0.0,82248
Dad,1990,1,0,0.0,21291
Dave,1994,1,0,0.0,11566
Daughter of the Bride,1998,1,0,0.0,244920
Daens,1993,1,0,0.0,44103
Dae,1980,1,0,0.0,0
Daisy Miller,1975,1,0,0.0,4703
Damage,1993,1,0,0.0,11012
Every Day's a Holiday,1938,1,0,0.0,131773
Daughter from Danang,2003,1,0,0.0,67232
Everything Will Be Okay (Alles Wird Gut),2016,1,0,0.0,0
Das Rad,2003,1,0,0.0,0
Ghost World,2002,1,0,0.0,1548
Gone Girl,2015,1,0,0.0,210577
Going Places,1939,1,0,0.0,45240
Going the Distance,1980,1,0,0.0,149358
Going to Blazes,1949,1,0,0.0,240441
Darwin's Nightmare,2006,1,0,0.0,415253
Dark Eyes,1988,1,0,0.0,44658
Gold Diggers of 1933,1934,1,0,0.0,31511
Gold Diggers of 1937,1937,1,0,0.0,57698
Golden Boy,1940,1,0,0.0,43529
Golden Girl,1952,1,0,0.0,188520
D-Day Remembered,1995,1,0,0.0,325180
Dawn Flight,1976,1,0,0.0,0
Cutie and the Boxer,2014,1,0,0.0,159002
Curtain Call,2001,1,0,0.0,244969
Dancer in the Dark,2001,1,0,0.0,16
Dancemaker,1999,1,0,0.0,113286
Dance Lexie Dance,1998,1,0,0.0,0
Damn Yankees,1959,1,0,0.0,41253
Cowboy,1967,1,0,0.0,243299
Days of Thunder,1991,1,0,0.0,2119
Crack USA: County under Siege,1990,1,0,0.0,149393
Days of Glory,1945,1,0,0.0,96366
Cradle of Genius,1962,1,0,0.0,243211
Days of Glory (Indigènes),2007,1,0,0.0,2016
Crazy Mixed Up Pup,1955,1,0,0.0,204675
Crazylegs,1954,1,0,0.0,216887
Daylight,1997,1,0,0.0,11228
Creed,2016,1,0,0.0,312221
Day of Battle,1944,1,0,0.0,488222
Cowboy,1959,1,0,0.0,39435
Day One,2016,1,0,0.0,335026
Dawn of the Planet of the Apes,2015,1,0,0.0,119450
Cruise Control,1993,1,0,0.0,244745
Culture,1999,1,0,0.0,0
Curse of the Golden Flower,2007,1,0,0.0,1494
Golden Horses,1947,1,0,0.0,240414
Gold,1975,1,0,0.0,47737
Goliath II,1961,1,0,0.0,55566
Claude Lanzmann: Spectres of the Shoah,2016,1,0,0.0,369363
God Sleeps in Rwanda,2006,1,0,0.0,245014
City of Gold,1958,1,0,0.0,0
Close to Eden,1993,1,0,0.0,41670
George Washington Slept Here,1943,1,0,0.0,35262
City Out of Wilderness,1975,1,0,0.0,243397
George and Rosemary,1988,1,0,0.0,208260
Georgia,1996,1,0,0.0,97406
Gerald McBoing-Boing on Planet Moo,1957,1,0,0.0,215789
Cinderella,2016,1,0,0.0,150689
Cinderella Horse,1949,1,0,0.0,0
Christopher Crumpet,1954,1,0,0.0,139264
Christo's Valley Curtain,1974,1,0,0.0,0
Christmas under Fire,1942,1,0,0.0,236824
Christmas Holiday,1945,1,0,0.0,26530
Christmas Cracker,1965,1,0,0.0,0
Christ among the Primitives,1954,1,0,0.0,243004
Geronimo: An American Legend,1994,1,0,0.0,35588
Chopin's Musical Moments,1947,1,0,0.0,0
Gervaise,1957,1,0,0.0,52726
Chitty Chitty Bang Bang,1969,1,0,0.0,11708
Get a Horse!,2014,1,0,0.0,234567
Gods of Metal,1983,1,0,0.0,244424
Claudelle Inglish,1962,1,0,0.0,129165
Danger under the Sea,1952,1,0,0.0,242974
Graffiti,1986,1,0,0.0,244669
Gone Baby Gone,2008,1,0,0.0,4771
Gone Nutty,2004,1,0,0.0,0
"Good Morning, Vietnam",1988,1,0,0.0,801
Dancing Pirate,1937,1,0,0.0,188918
Day & Night,2011,1,0,0.0,40619
Cheyenne Autumn,1965,1,0,0.0,40630
Good News,1948,1,0,0.0,31513
Good Scouts,1939,1,0,0.0,69099
Good Will to Men,1956,1,0,0.0,46244
Cow Dog,1957,1,0,0.0,243034
Course Completed,1988,1,0,0.0,202789
Couples and Robbers,1982,1,0,0.0,244393
Clockmaker,1974,1,0,0.0,0
Climb,1975,1,0,0.0,243388
"Goodbye, Columbus",1970,1,0,0.0,42604
Click,2007,1,0,0.0,9339
Clay or The Origin of Species,1966,1,0,0.0,243281
Goodie-Two-Shoes,1984,1,0,0.0,0
Goodnight Miss Ann,1979,1,0,0.0,243626
Gopher Broke,2005,1,0,0.0,25223
Claudine,1975,1,0,0.0,55909
Fires of Kuwait,1993,1,0,0.0,26601
First Edition,1978,1,0,0.0,243609
First Love,1971,1,0,0.0,0
Eraser,1997,1,0,0.0,9268
American Splendor,2004,1,0,0.0,2771
Americas in Transition,1982,1,0,0.0,0
Amores Perros,2001,1,0,0.0,55
Ernst & Lyset,1997,1,0,0.0,210822
An American Dream,1967,1,0,0.0,131861
Ernest & Celestine,2014,1,0,0.0,215062
Always in My Heart,1943,1,0,0.0,97767
An Encounter with Faces,1979,1,0,0.0,243625
An Essay on Matisse,1997,1,0,0.0,244907
An Impression of John Steinbeck: Writer,1970,1,0,0.0,243333
And Now My Love,1976,1,0,0.0,0
Dear John,1966,1,0,0.0,0
And to Think I Saw It on Mulberry Street,1945,1,0,0.0,240377
Angela's Ashes,2000,1,0,0.0,10397
Angels and Insects,1997,1,0,0.0,0
Angels over Broadway,1941,1,0,0.0,42756
Angry Harvest,1986,1,0,0.0,0
Animal Kingdom,2011,1,0,0.0,44629
Entre Nous,1984,1,0,0.0,42108
Always a New Beginning,1974,1,0,0.0,0
Enron: The Smartest Guys in the Room,2006,1,0,0.0,13020
Anna Christie;,1931,1,0,0.0,0
American Shoeshine,1977,1,0,0.0,243587
Escape Me Never,1936,1,0,0.0,192980
American History X,1999,1,0,0.0,73
Esposados,1997,1,0,0.0,186701
Forbidden Passage,1942,1,0,0.0,130359
"Edward, My Son",1950,1,0,0.0,94959
El Amor Brujo,1968,1,0,0.0,202771
Forbidden Planet,1957,1,0,0.0,830
Forever Activists: Stories from the Veterans of the Abraham Lincoln Brigade,1991,1,0,0.0,149394
Forever Amber,1948,1,0,0.0,104720
Fortress of Peace,1966,1,0,0.0,243272
Forty Boys and a Song,1942,1,0,0.0,236813
Foul Play,1979,1,0,0.0,15659
Four Days in November,1965,1,0,0.0,139226
Four Days in September,1998,1,0,0.0,21253
Four Devils;,1930,1,0,0.0,0
Four Feathers,1940,1,0,0.0,10568
Four Stones for Kanemitsu,1974,1,0,0.0,243385
Chip An' Dale,1948,1,0,0.0,53478
Chimps: So Like Us,1991,1,0,0.0,244726
Europa Europa,1992,1,0,0.0,0
An American Tail,1987,1,0,0.0,4978
Amazon Diary,1990,1,0,0.0,244709
Amazon,1998,1,0,0.0,13796
Eternally Yours,1940,1,0,0.0,76382
Alice's Restaurant,1970,1,0,0.0,5638
Against All Odds,1985,1,0,0.0,22160
Against Wind and Tide: A Cuban Odyssey,1982,1,0,0.0,149365
Alone Yet Not Alone,2014,1,0,0.0,243794
Alsino and the Condor,1983,1,0,0.0,0
Embrace of the Serpent,2016,1,0,0.0,336808
Elling,2002,1,0,0.0,6007
Anna,1988,1,0,0.0,107285
Ballon Vole (Play Ball!),1962,1,0,0.0,0
Babe: Pig in the City,1999,1,0,0.0,9447
Elle,2017,1,0,0.0,337674
Electra,1963,1,0,0.0,0
Auf der Strecke (On the Line),2009,1,0,0.0,0
August Rush,2008,1,0,0.0,5123
Ausreisser (The Runaway),2006,1,0,0.0,0
Austin Powers: The Spy Who Shagged Me,2000,1,0,0.0,817
Australia,2009,1,0,0.0,6972
Election,2000,1,0,0.0,9451
Autism Is a World,2005,1,0,0.0,245006
Automania 2000,1964,1,0,0.0,0
El Salvador: Another Vietnam,1982,1,0,0.0,149367
El Norte,1985,1,0,0.0,0
Avant Que De Tout Perdre (Just before Losing Everything),2014,1,0,0.0,0
Ave Maria,2016,1,0,0.0,0
Aya,2015,1,0,0.0,0
Along the Rainbow Trail,1946,1,0,0.0,0
Emma,1933,1,0,0.0,1
Agatha,1980,1,0,0.0,1
Allied,2017,1,0,0.0,1
Eight Minutes to Midnight: A Portrait of Dr. Helen Caldicott,1982,1,0,0.0,1
Agee,1981,1,0,0.0,1
"Agueda Martinez: Our People, Our Country",1978,1,0,0.0,1
Ennemis Intérieurs,2017,1,0,0.0,1
Ajami,2010,1,0,0.0,1
Alaska Wilderness Lake,1972,1,0,0.0,1
Alaska: Spirit of the Wild,1998,1,0,0.0,0
Ali Baba Goes to Town,1938,1,0,0.0,1
Alibi;,1930,1,0,0.0,1
Alice in Wonderland,1952,1,0,0.0,1
Alice,1991,1,0,0.0,1
Alvorada (Brazil's Changing Face),1963,1,0,0.0,1
Alien 3,1993,1,0,0.0,1
Encounters at the End of the World,2009,1,0,0.0,0
Alive in the Deep,1942,1,0,0.0,1
