movie,indication_year,number_indications,victories,percentage_victories,tmdb_id
Sometimes a Great Notion,1972,2,0,0.0,0
Stage Door Canteen,1944,2,0,0.0,38726
Hangmen Also Die,1944,2,0,0.0,22178
The Parent Trap,1962,2,0,0.0,19186
State Fair,1934,2,0,0.0,52517
Singin' in the Rain,1953,2,0,0.0,872
Postcards from the Edge,1991,2,0,0.0,22414
Primary Colors,1999,2,0,0.0,9440
Prince of Foxes,1950,2,0,0.0,44533
Second Chorus,1941,2,0,0.0,23627
The Manchurian Candidate,1963,2,0,0.0,982
Steve Jobs,2016,2,0,0.0,321697
Gunfight at the O.K. Corral,1958,2,0,0.0,22201
The Odd Couple,1969,2,0,0.0,11356
Sweethearts,1939,2,0,0.0,43849
Seven Days in May,1965,2,0,0.0,23518
The People vs. Larry Flynt,1997,2,0,0.0,1630
Shrek 2,2005,2,0,0.0,809
Svengali,1932,2,0,0.0,45803
Shadowlands,1994,2,0,0.0,10445
Shadow of the Vampire,2001,2,0,0.0,10873
Hilary and Jackie,1999,2,0,0.0,46992
Ghostbusters,1985,2,0,0.0,620
Hit Parade of 1941,1941,2,0,0.0,218313
Susan Slept Here,1955,2,0,0.0,50356
Pete 'n' Tillie,1973,2,0,0.0,107774
Ghosts of Mississippi,1997,2,0,0.0,31908
Hit Parade of 1943,1944,2,0,0.0,112492
Pete's Dragon,1978,2,0,0.0,11114
Spider-Man,2003,2,0,0.0,557
Serpico,1974,2,0,0.0,9040
Sweet and Lowdown,2000,2,0,0.0,9684
Higher and Higher,1945,2,0,0.0,0
Hoffa,1993,2,0,0.0,10410
Robin and the 7 Hoods,1965,2,0,0.0,17696
Sleepless in Seattle,1994,2,0,0.0,858
Silverado,1986,2,0,0.0,11509
Guardians of the Galaxy,2015,2,0,0.0,118340
Hamlet,1991,2,0,0.0,0
San Antonio,1946,2,0,0.0,17818
Salvador,1987,2,0,0.0,6106
Red River,1949,2,0,0.0,3089
Sun Valley Serenade,1942,3,0,0.0,43797
Being John Malkovich,2000,3,0,0.0,492
The Band Wagon,1954,3,0,0.0,29376
El Cid,1962,3,0,0.0,16638
Heaven Can Wait,1944,3,0,0.0,18727
David Copperfield,1936,3,0,0.0,43899
First Love,1940,3,0,0.0,61645
The Master,2013,3,0,0.0,68722
Father of the Bride,1951,3,0,0.0,20758
Five Graves to Cairo,1944,3,0,0.0,60216
Imitation of Life,1935,3,0,0.0,47921
I Am a Fugitive from a Chain Gang,1934,3,0,0.0,0
Girl with a Pearl Earring,2004,3,0,0.0,3635
The Hobbit: An Unexpected Journey,2013,3,0,0.0,49051
Dr. Jekyll and Mr. Hyde,1942,3,0,0.0,3022
I Never Sang for My Father,1971,3,0,0.0,92283
The Princess and the Frog,2010,3,0,0.0,10198
The Southerner,1946,3,0,0.0,45219
The Great Victor Herbert,1940,3,0,0.0,218321
The Player,1993,3,0,0.0,10403
Into the Woods,2015,3,0,0.0,224141
Daddy Long Legs,1956,3,0,0.0,33218
Harry Potter and the Sorcerer's Stone,2002,3,0,0.0,671
Educating Rita,1984,3,0,0.0,38291
The Last Detail,1974,3,0,0.0,14886
Jolson Sings Again,1950,3,0,0.0,43435
Harry Potter and the Deathly Hallows Part 2,2012,3,0,0.0,12445
Transformers,2008,3,0,0.0,1858
Red,1995,3,0,0.0,0
Rebel without a Cause,1956,3,0,0.0,221
The Tree of Life,2012,3,0,0.0,8967
The Spy Who Loved Me,1978,3,0,0.0,691
Pleasantville,1999,3,0,0.0,2657
Cry Freedom,1988,3,0,0.0,12506
"Cousin, Cousine",1977,3,0,0.0,0
The Passion of the Christ,2005,3,0,0.0,615
The Pied Piper,1943,3,0,0.0,84085
House of Sand and Fog,2004,3,0,0.0,11093
"Greystoke: The Legend of Tarzan, Lord of the Apes",1985,3,0,0.0,11002
The Stunt Man,1981,3,0,0.0,42160
Flying Tigers,1943,3,0,0.0,29372
Gypsy,1963,3,0,0.0,39391
Equus,1978,3,0,0.0,37258
The Professionals,1967,3,0,0.0,22383
"Enemies, A Love Story",1990,3,0,0.0,116014
High Society,1957,3,0,0.0,11424
Hidden Figures,2017,3,0,0.0,381284
The Man with the Golden Arm,1956,3,0,0.0,541
In America,2004,3,0,0.0,10511
The Polar Express,2005,3,0,0.0,5255
The Maltese Falcon,1942,3,0,0.0,963
Journey to the Center of the Earth,1960,3,0,0.0,11571
Field of Dreams,1990,3,0,0.0,2323
In the Line of Fire,1994,3,0,0.0,9386
Inside Daisy Clover,1966,3,0,0.0,0
The Truman Show,1999,3,0,0.0,37165
Day for Night,1975,3,0,0.0,0
Dark Victory,1940,3,0,0.0,27972
Darling Lili,1971,3,0,0.0,42586
Down Argentine Way,1941,3,0,0.0,43810
Absence of Malice,1982,3,0,0.0,19429
Wild Is the Wind,1958,3,0,0.0,93528
Blazing Saddles,1975,3,0,0.0,11072
An Unmarried Woman,1979,3,0,0.0,38731
That Touch of Mink,1963,3,0,0.0,12708
Angels with Dirty Faces,1939,3,0,0.0,13696
Pennies from Heaven,1982,3,0,0.0,17450
Awakenings,1991,3,0,0.0,11005
Test Pilot,1939,3,0,0.0,43155
Peggy Sue Got Married,1987,3,0,0.0,10013
Sweet Charity,1970,3,0,0.0,42618
Only When I Laugh,1982,3,0,0.0,42146
War and Peace,1957,3,0,0.0,11706
War of the Worlds,2006,3,0,0.0,74
WarGames,1984,3,0,0.0,860
Army Girl,1939,3,0,0.0,197578
An Education,2010,3,0,0.0,24684
Star Trek - The Motion Picture,1980,3,0,0.0,152
Suez,1939,3,0,0.0,148675
Billy Elliot,2001,3,0,0.0,71
The Big Fisherman,1960,3,0,0.0,193733
Private Benjamin,1981,3,0,0.0,10765
The Big Chill,1984,3,0,0.0,12560
My Favorite Wife,1941,3,0,0.0,41463
Unbroken,2015,3,0,0.0,227306
"All This, and Heaven Too",1941,3,0,0.0,43807
"Suddenly, Last Summer",1960,3,0,0.0,14698
Poltergeist,1983,3,0,0.0,609
Barton Fink,1992,3,0,0.0,290
Pocketful of Miracles,1962,3,0,0.0,248
Voyage of the Damned,1977,3,0,0.0,75641
The Absent Minded Professor,1962,3,0,0.0,17984
Backdraft,1992,3,0,0.0,2924
Bad Day at Black Rock,1956,3,0,0.0,14554
Quills,2001,3,0,0.0,10876
Tucker The Man and His Dream,1989,3,0,0.0,28176
The Boys from Brazil,1979,3,0,0.0,16241
Agnes of God,1986,3,0,0.0,24735
Star Wars Episode I: The Phantom Menace,2000,3,0,0.0,1893
Boogie Nights,1998,3,0,0.0,4995
Transformers: Dark of the Moon,2012,3,0,0.0,38356
Brigadoon,1955,3,0,0.0,18283
Song of the Open Road,1945,3,0,0.0,218098
Souls at Sea,1938,3,0,0.0,43419
Brooklyn,2016,3,0,0.0,0
Broken Arrow,1951,3,0,0.0,37292
A Soldier's Story,1985,3,0,0.0,26522
The Conversation,1975,3,0,0.0,592
Brief Encounter,1947,3,0,0.0,0
The Chocolate Soldier,1942,3,0,0.0,94209
Revolutionary Road,2009,3,0,0.0,4148
The Collector,1966,3,0,0.0,42740
Brazil,1945,3,0,0.0,218090
Toy Story,1996,3,0,0.0,862
"Take a Letter, Darling",1943,3,0,0.0,121010
Albert Nobbs,2012,3,0,0.0,73873
Bambi,1943,3,0,0.0,3170
The Adventures of Mark Twain,1945,3,0,0.0,120747
"Objective, Burma!",1946,3,0,0.0,43490
The Caretakers,1964,1,0,0.0,85640
The Captain's Paradise,1954,1,0,0.0,43354
The Broadcast Tapes of Dr. Peter,1994,1,0,0.0,136704
The Mighty River,1994,1,0,0.0,0
The Magic Pear Tree,1969,1,0,0.0,243323
The Magic of Lassie,1979,1,0,0.0,88203
The Road a Year Long,1959,1,0,0.0,0
The Rising Tide,1950,1,0,0.0,231335
The Magnificent Brute,1937,1,0,0.0,218367
The Man without a Past,2003,1,0,0.0,7294
The Model and the Marriage Broker,1952,1,0,0.0,132094
The Milk of Sorrow,2010,1,0,0.0,28644
The Rains of Ranchipur,1956,1,0,0.0,0
The Racket,1929,1,0,0.0,27777
She,1936,1,0,0.0,60566
The Race for Space,1960,1,0,0.0,149274
The Mikado,1940,1,0,0.0,68201
The Magic Flute,1976,1,0,0.0,44864
The Merry Old Soul,1934,1,0,0.0,87951
The RA Expeditions,1972,1,0,0.0,0
The Miracle of Morgan's Creek,1945,1,0,0.0,42879
The Quiet One,1950,1,0,0.0,0
The Missing Picture,2014,1,0,0.0,0
The Quiet One,1949,1,0,0.0,99185
The Quiet American,2003,1,0,0.0,8198
The Pursuit of Happyness,2007,1,0,0.0,1402
The Mississippi Gambler,1954,1,0,0.0,189885
The Merry Monahans,1945,1,0,0.0,218095
The Masters of Disaster,1987,1,0,0.0,244680
The Mark of Zorro,1941,1,0,0.0,32093
The Road to the Wall,1963,1,0,0.0,243236
The Magic Fluke,1950,1,0,0.0,103983
The Mark,1962,1,0,0.0,153652
The Rehearsal,1972,1,0,0.0,0
The Revolving Door,1969,1,0,0.0,0
The Mambo Kings,1993,1,0,0.0,40082
The Return of Martin Guerre,1984,1,0,0.0,0
The Man Who Shot Liberty Valance,1963,1,0,0.0,11697
The Man Who Walked Alone,1946,1,0,0.0,217157
The Right to Love,1932,1,0,0.0,0
The Man Who Wasn't There,2002,1,0,0.0,10778
The Restless Conscience,1992,1,0,0.0,136649
The Rescuers,1978,1,0,0.0,0
The Man in the Glass Booth,1976,1,0,0.0,48364
The Man in the Iron Mask,1940,1,0,0.0,43836
The Man in the White Suit,1953,1,0,0.0,0
The Man on Lincoln's Nose,2001,1,0,0.0,136955
The Rise and Fall of Legs Diamond,1961,1,0,0.0,43046
The Maids of Wilko,1980,1,0,0.0,117483
The Magnificent Seven,1961,1,0,0.0,966
The Man without a Country,1938,1,0,0.0,233710
The Lovely Bones,2010,1,0,0.0,7980
The Lovers' Wind,1979,1,0,0.0,136714
The Lover,1993,1,0,0.0,10995
The Roman Spring of Mrs. Stone,1962,1,0,0.0,36731
The Rogue Song,1931,1,0,0.0,114063
The Loves of Carmen,1949,1,0,0.0,43455
The Luck of the Irish,1949,1,0,0.0,112705
The Luckiest Guy in the World,1947,1,0,0.0,0
The Rock,1997,1,0,0.0,1
The Mark of the Maker,1992,1,0,0.0,1
The Red Turtle,2017,1,0,0.0,1
The Rookie Bear,1942,1,0,0.0,1
The Devil's Holiday,1931,1,0,0.0,1
Timber Toppers,1939,1,0,0.0,1
Timbuktu,2015,1,0,0.0,1
Tit for Tat,1936,1,0,0.0,1
The Deluge,1975,1,0,0.0,1
Tlayucan,1963,1,0,0.0,1
Titus,2000,1,0,0.0,1
The Desert Rats,1954,1,0,0.0,1
The Desert Song,1945,1,0,0.0,0
The Devil Came at Night,1958,1,0,0.0,0
The Devil Dancer;,1929,1,0,0.0,0
The Devil Pays Off,1942,1,0,0.0,1
Time Freak,2012,1,0,0.0,1
Timecode,2017,1,0,0.0,1
The Dutch Master,1994,1,0,0.0,1
Time Stood Still,1957,1,0,0.0,1
Time Piece,1966,1,0,0.0,1
The Divided Trail: A Native American Odyssey,1979,1,0,0.0,0
Time Is Running Out,1971,1,0,0.0,1
The Dutch Tradition,1944,1,0,0.0,1
Three Russian Girls,1945,1,0,0.0,0
This Love of Ours,1946,1,0,0.0,1
The Entertainer,1961,1,0,0.0,1
The Eruption of Mount St. Helens,1981,1,0,0.0,1
The Europeans,1980,1,0,0.0,1
This Is Cinerama,1954,1,0,0.0,0
The Face of Genius,1967,1,0,0.0,1
Tim Burton's Corpse Bride,2006,1,0,0.0,1
Three,1967,1,0,0.0,0
The Red Lanterns,1964,1,0,0.0,1
The House of Rothschild,1935,1,0,0.0,1
The Red Danube,1951,1,0,0.0,0
The Mask,1995,1,0,0.0,1
The Rear Gunner,1944,1,0,0.0,1
The Mermaid,1998,1,0,0.0,0
The Mating Season,1952,1,0,0.0,1
The Reaper (La Parka),2015,1,0,0.0,0
The Mayor of 44th Street,1943,1,0,0.0,1
The Medium,1953,1,0,0.0,0
The Member of the Wedding,1953,1,0,0.0,1
The Really Big Family,1967,1,0,0.0,1
The Men in Her Life,1942,1,0,0.0,1
The Men,1951,1,0,0.0,1
The Tender Tale of Cinderella Penguin,1982,1,0,0.0,1
Through a Glass Darkly,1963,1,0,0.0,0
The Childeater,1990,1,0,0.0,0
The House That Ananda Built,1969,1,0,0.0,1
Thunderbolt,1930,1,0,0.0,1
Thunderbolt and Lightfoot,1975,1,0,0.0,1
The Dizzy Acrobat,1944,1,0,0.0,1
The Dolly Sisters,1947,1,0,0.0,0
Throw Momma from the Train,1988,1,0,0.0,1
The Doonesbury Special,1978,1,0,0.0,0
The Doorway to Hell,1932,1,0,0.0,0
The Door,2010,1,0,0.0,1
The Dove,1969,1,0,0.0,148791
The Drag,1967,1,0,0.0,243293
The Richest Girl in the World,1935,1,0,0.0,111623
The Molly Maguires,1971,1,0,0.0,42345
Trouble Indemnity,1951,1,0,0.0,242967
The Jungle Book,1968,1,0,0.0,9325
The Jazz Singer,1929,1,0,0.0,0
The Jazz Singer,1953,1,0,0.0,0
The Story of Dr. Wassell,1945,1,0,0.0,92399
The Story of Adele H.,1976,1,0,0.0,1829
The Sting II,1984,1,0,0.0,36912
The John Glenn Story,1963,1,0,0.0,243235
The Stairs,1951,1,0,0.0,242971
The Statue of Liberty,1986,1,0,0.0,51594
The Star,1953,1,0,0.0,85783
The Star Witness,1933,1,0,0.0,0
The Journey of Natty Gann,1986,1,0,0.0,35144
The Judge,2015,1,0,0.0,205587
The Star Maker,1996,1,0,0.0,37975
The Stepmother,1973,1,0,0.0,87886
The Loud Mouth,1933,1,0,0.0,173864
The Royal Tenenbaums,2002,1,0,0.0,9428
The Royal Family of Broadway,1932,1,0,0.0,0
The Navy Comes Through,1943,1,0,0.0,99674
The Private Life of Helen of Troy,1929,1,0,0.0,0
The Mysterious Geographic Explorations of Jasper Morello,2006,1,0,0.0,52762
The Naked Eye,1957,1,0,0.0,149267
The Naked Prey,1967,1,0,0.0,0
The Naked Spur,1954,1,0,0.0,20442
The Princess Bride,1988,1,0,0.0,2493
The Narrow Margin,1953,1,0,0.0,31713
The Nasty Girl,1991,1,0,0.0,4339
The Story of Three Loves,1954,1,0,0.0,130424
The Story of Time,1952,1,0,0.0,242979
The New Land,1973,1,0,0.0,42488
The Spirit of America,1964,1,0,0.0,243250
The Sword in the Stone,1964,1,0,0.0,9078
The Hurricane,2000,1,0,0.0,10400
The Swarm,1979,1,0,0.0,46878
The Ides of March,2012,1,0,0.0,10316
The Story of the Weeping Camel,2005,1,0,0.0,0
The Jaywalker,1957,1,0,0.0,243044
The L-Shaped Room,1964,1,0,0.0,0
The Spanish Main,1946,1,0,0.0,97735
The Jury Goes Round 'N' Round,1946,1,0,0.0,240387
The Spoilers,1943,1,0,0.0,43785
The Spirit of St. Louis,1958,1,0,0.0,18776
The Kansan,1944,1,0,0.0,68094
The Karate Kid Part II,1987,1,0,0.0,8856
The Squid and the Whale,2006,1,0,0.0,10707
The Karate Kid,1985,1,0,0.0,1885
The Spiral Staircase,1947,1,0,0.0,27452
The Killing Ground,1980,1,0,0.0,149360
The Sorrow and the Pity,1972,1,0,0.0,0
The Son of Monte Cristo,1942,1,0,0.0,0
The Kiss,1959,1,0,0.0,243171
The Solar Film,1980,1,0,0.0,0
The Kite Runner,2008,1,0,0.0,7979
The Klan: A Legacy of Hate in America,1983,1,0,0.0,244428
The Snowman,1983,1,0,0.0,13396
The Sniper,1953,1,0,0.0,25551
The Square,2014,1,0,0.0,159037
The Nest,1981,1,0,0.0,136676
The Pride of St. Louis,1953,1,0,0.0,43188
The Purple Rose of Cairo,1986,1,0,0.0,10849
The Power and the Prize,1957,1,0,0.0,193562
The Pink Panther Strikes Again,1977,1,0,0.0,12268
The Pig,2009,1,0,0.0,0
The Pigeon That Took Rome,1963,1,0,0.0,170195
The Pied Piper of Guadalupe,1962,1,0,0.0,234707
The Passover Plot,1977,1,0,0.0,152256
The Pickwick Papers,1956,1,0,0.0,0
The Pawnbroker,1966,1,0,0.0,20540
The Pedestrian,1974,1,0,0.0,42460
The Ox,1992,1,0,0.0,125882
The Preacher's Wife,1997,1,0,0.0,21539
The Pointer,1940,1,0,0.0,67599
The Numbers Start with the River,1972,1,0,0.0,243358
The Odds Against,1967,1,0,0.0,243301
The Pirates! Band of Misfits,2013,1,0,0.0,72197
The Pope of Greenwich Village,1985,1,0,0.0,32081
The Policeman,1972,1,0,0.0,78233
The Olympics in Mexico,1970,1,0,0.0,118881
The Ox-Bow Incident,1944,1,0,0.0,980
The Poet and Peasant,1946,1,0,0.0,240397
The Organizer,1965,1,0,0.0,0
The Pleasure Seekers,1966,1,0,0.0,0
The Other Half of the Sky: A China Memoir,1976,1,0,0.0,149343
The Other Side of Midnight,1978,1,0,0.0,80844
The Other Side of Sunday,1997,1,0,0.0,46754
The Other Side of the Mountain,1976,1,0,0.0,86233
The Outlaw Josey Wales,1977,1,0,0.0,10747
The Pink Panther,1965,1,0,0.0,1594
The Paradine Case,1948,1,0,0.0,31667
The New Spirit,1943,1,0,0.0,64701
The Promoter,1953,1,0,0.0,43369
The New World,2006,1,0,0.0,11400
The Night before Christmas,1942,1,0,0.0,39894
The Price of Victory,1943,1,0,0.0,236856
The Nightmare before Christmas,1994,1,0,0.0,0
The Music Teacher,1989,1,0,0.0,58558
The Mushroom Club,2006,1,0,0.0,245016
The Ninth Circle,1961,1,0,0.0,198909
The Morning After,1987,1,0,0.0,31924
The Pumpkin Eater,1965,1,0,0.0,69557
The Public Enemy,1932,1,0,0.0,17687
The Proud and the Beautiful,1957,1,0,0.0,0
The Moon and Sixpence,1944,1,0,0.0,0
The Promise,1980,1,0,0.0,109251
The Paper,1995,1,0,0.0,12280
The Profession of Arms,1984,1,0,0.0,136673
The Morning Spider,1977,1,0,0.0,243581
The Most Dangerous Man in America: Daniel Ellsberg and the Pentagon Papers,2010,1,0,0.0,34576
The Prizefighter and the Lady,1934,1,0,0.0,95854
The Mudlark,1952,1,0,0.0,0
The Mummy,2000,1,0,0.0,564
The Private War of Major Benson,1956,1,0,0.0,110502
The Muppets Take Manhattan,1985,1,0,0.0,11899
The Noose,1929,1,0,0.0,113167
The Monk and the Fish,1995,1,0,0.0,48486
The Pink Blueprint,1967,1,0,0.0,243294
The Pirate,1949,1,0,0.0,35032
The Face of Jesus,1962,1,0,0.0,243206
Thirty Million Letters,1964,1,0,0.0,243251
The Fall of the Roman Empire,1965,1,0,0.0,17277
The Tin Star,1958,1,0,0.0,30054
The Happiest Millionaire,1968,1,0,0.0,25445
The Gruffalo,2011,1,0,0.0,0
The Trespasser,1931,1,0,0.0,0
The Train,1966,1,0,0.0,0
The Town,2011,1,0,0.0,23168
The Gunfighter,1951,1,0,0.0,17409
The Hairy Ape,1945,1,0,0.0,129105
The Hanging Tree,1960,1,0,0.0,43008
The Tonto Woman,2008,1,0,0.0,0
The Hawaiians,1971,1,0,0.0,85290
The Toast of New Orleans,1951,1,0,0.0,52847
The Harder They Fall,1957,1,0,0.0,28528
The Hasty Heart,1950,1,0,0.0,74286
The Time Machine,2003,1,0,0.0,2135
"The Time, the Place and the Girl",1948,1,0,0.0,0
The War at Home,1980,1,0,0.0,149362
The Way Back,2011,1,0,0.0,49009
The Field,1991,1,0,0.0,31651
The Yellow Star - The Persecution of the Jews in Europe 1933-45,1981,1,0,0.0,0
The Flame of New Orleans,1942,1,0,0.0,61109
The Flight of the Eagle,1983,1,0,0.0,72785
The Yanks Are Coming,1964,1,0,0.0,149284
The Young Girls of Rochefort,1969,1,0,0.0,0
The Formula,1981,1,0,0.0,31603
The Forth Road Bridge,1966,1,0,0.0,149294
The Four Days of Naples,1963,1,0,0.0,65048
The Truce,1975,1,0,0.0,127449
The Tide of Traffic,1973,1,0,0.0,243371
The Four Musketeers,1976,1,0,0.0,0
The Truth about Mother Goose,1958,1,0,0.0,97884
The Voorman Problem,2014,1,0,0.0,200942
The Voice That Thrilled the World,1944,1,0,0.0,0
The Visit,1965,1,0,0.0,151138
The Grain That Built a Hemisphere,1943,1,0,0.0,0
The Virgin Queen,1956,1,0,0.0,43327
The Violin,1975,1,0,0.0,243394
The Violinist,1960,1,0,0.0,243192
The Village,2005,1,0,0.0,6947
The Grandfather,1999,1,0,0.0,69851
The Village,1994,1,0,0.0,210679
The Village on the River,1960,1,0,0.0,0
The Grass Is Always Greener,1950,1,0,0.0,0
The Warriors of Qiugang,2011,1,0,0.0,245038
The Tender Trap,1956,1,0,0.0,43326
The Thieving Magpie (La Gazza Ladra),1966,1,0,0.0,0
The Three Musketeers,1949,1,0,0.0,41609
The Hidden World,1959,1,0,0.0,149271
The Hill Farm,1990,1,0,0.0,209528
The Hoaxters,1953,1,0,0.0,149256
The Hobbit: The Battle of the Five Armies,2015,1,0,0.0,122917
The Thief,1998,1,0,0.0,46187
The Horse Whisperer,1999,1,0,0.0,547
The Horse's Mouth,1959,1,0,0.0,43139
The Thief,1953,1,0,0.0,38417
The Texas Rangers,1937,1,0,0.0,50104
The Hot Rock,1973,1,0,0.0,46059
The Four Days of Naples,1964,1,0,0.0,0
The Four Poster,1954,1,0,0.0,0
Thirteen,2004,1,0,0.0,11023
"The Frog, the Dog and the Devil",1987,1,0,0.0,209660
The Girl Said No,1938,1,0,0.0,218351
The Girl with the Pistol,1969,1,0,0.0,56233
The White Cliffs of Dover,1945,1,0,0.0,52440
The Wild Thornberrys Movie,2003,1,0,0.0,14317
The Go-Between,1972,1,0,0.0,36194
The Goddess,1959,1,0,0.0,3081
The Whisperers,1968,1,0,0.0,70635
The Whales of August,1988,1,0,0.0,49815
The West Point Story,1951,1,0,0.0,52848
The Wedding Banquet,1994,1,0,0.0,9261
The Gay Parisian,1942,1,0,0.0,236804
The Gay Deception,1936,1,0,0.0,54570
The Further Adventures of Uncle Sam: Part Two,1971,1,0,0.0,0
The Wild Bunch: An Album in Montage,1997,1,0,0.0,61086
The Wolf Men,1970,1,0,0.0,149317
The Wizard of the Strings,1986,1,0,0.0,244674
The Witness - From the Balcony of Room 306,2009,1,0,0.0,245035
The Front,1977,1,0,0.0,1723
The Furies,1951,1,0,0.0,28304
The Winning Strain,1967,1,0,0.0,243291
The Game (Igra),1964,1,0,0.0,0
The Gatekeepers,2013,1,0,0.0,127918
The Window,1950,1,0,0.0,32684
The Gang's All Here,1944,1,0,0.0,67967
The Garden Spider (Epeira Diadema),1953,1,0,0.0,0
The Wind Rises,2014,1,0,0.0,1
The Gifts,1971,1,0,0.0,1
The Ghost and Mrs. Muir,1948,1,0,0.0,1
The Foxes of Harrow,1948,1,0,0.0,1
The Final Inch,2009,1,0,0.0,0
The Fox,1969,1,0,0.0,0
The Fixer,1969,1,0,0.0,1
The Five Cities of June,1964,1,0,0.0,1
The Word,1954,1,0,0.0,1
The Fighting Seabees,1945,1,0,0.0,1
The Fifth Element,1998,1,0,0.0,1
The Fight for Life,1941,1,0,0.0,1
The Fight: Science against Cancer,1951,1,0,0.0,1
They Shall Have Music,1940,1,0,0.0,1
They Planted a Stone,1954,1,0,0.0,1
They Knew What They Wanted,1941,1,0,0.0,1
These Three,1937,1,0,0.0,1
The Young Land,1960,1,0,0.0,1
The Gazebo,1960,1,0,0.0,1
There Goes My Heart,1939,1,0,0.0,1
The Finest Hours,1965,1,0,0.0,1
The Firemen's Ball,1969,1,0,0.0,0
Them!,1955,1,0,0.0,1
Their Own Desire,1931,1,0,0.0,0
Theeb,2016,1,0,0.0,0
The First Piano Quartette,1955,1,0,0.0,1
The First Wives Club,1997,1,0,0.0,1
The World Is Rich,1948,1,0,0.0,1
The Woman in the Window,1946,1,0,0.0,0
The Weather Underground,2004,1,0,0.0,0
The Glass Cell,1979,1,0,0.0,1
The Good Shepherd,2007,1,0,0.0,1
The War Room,1994,1,0,0.0,1
The Good German,2007,1,0,0.0,1
The Cop;,1930,1,0,0.0,0
Tortilla Flat,1943,1,0,0.0,1
Torpedo Run,1959,1,0,0.0,1
The Concert,1964,1,0,0.0,0
The Confession,2011,1,0,0.0,1
Toy Story 2,2000,1,0,0.0,1
The Conformist,1972,1,0,0.0,0
The Conquest of Everest,1954,1,0,0.0,1
Torero!,1958,1,0,0.0,0
The Conscience of Nhem En,2009,1,0,0.0,1
Torch Song,1954,1,0,0.0,1
The Constant Nymph,1944,1,0,0.0,1
The Cooler,2004,1,0,0.0,1
Town without Pity,1962,1,0,0.0,1
The Colours of My Father: A Portrait of Sam Borenstein,1993,1,0,0.0,1
The Collector of Bedford Street,2003,1,0,0.0,1
The Corsican Brothers,1943,1,0,0.0,0
Trail of the Lonesome Pine,1937,1,0,0.0,1
The Children of Leningradsky,2005,1,0,0.0,0
The Children of Soong Ching Ling,1985,1,0,0.0,0
The Children of Theatre Street,1978,1,0,0.0,1
Transformers: Revenge of the Fallen,2010,1,0,0.0,1
The Children's Storefront,1989,1,0,0.0,1
Trainspotting,1997,1,0,0.0,1
Traffic with the Devil,1947,1,0,0.0,1
Toy Tinkers,1950,1,0,0.0,67697
Trading Places,1984,1,0,0.0,1621
The Commitments,1992,1,0,0.0,11663
"Touché, Pussy Cat",1955,1,0,0.0,93653
The War against Mrs. Hadley,1943,1,0,0.0,100528
Three Kisses,1956,1,0,0.0,243033
The Fallen Sparrow,1944,1,0,0.0,26533
Thin Ice,1938,1,0,0.0,43868
The Family That Dwelt Apart,1975,1,0,0.0,0
The Family,1988,1,0,0.0,32601
The End of the Road,1977,1,0,0.0,243591
Three Men and a Cradle,1986,1,0,0.0,4180
The Elementary School,1992,1,0,0.0,18141
The Earrings of Madame de...,1955,1,0,0.0,0
The Egg and I,1948,1,0,0.0,42342
Three Little Words,1951,1,0,0.0,42767
The Egyptian,1955,1,0,0.0,24973
The Electric Horseman,1980,1,0,0.0,11145
Three Is a Family,1946,1,0,0.0,0
The Concert,1975,1,0,0.0,243390
The Emigrants,1972,1,0,0.0,40732
This Way Up,2009,1,0,0.0,86118
Three Days of the Condor,1976,1,0,0.0,11963
Three Comrades,1939,1,0,0.0,109970
Three Brothers,1982,1,0,0.0,42150
The Emperor's New Groove,2001,1,0,0.0,11688
Those Magnificent Men in Their Flying Machines,1966,1,0,0.0,10338
This Woman Is Mine,1942,1,0,0.0,94835
The Enchanted Cottage,1946,1,0,0.0,43494
To Be or Not to Be,1943,1,0,0.0,198
To Be or Not to Be,1984,1,0,0.0,22998
The Deep,1978,1,0,0.0,20416
Trader Horn,1932,1,0,0.0,84296
The Clan of the Cave Bear,1987,1,0,0.0,13853
The Class,2009,1,0,0.0,8841
The Great Escape,1964,1,0,0.0,5925
The Cow,1990,1,0,0.0,0
The Creation,1982,1,0,0.0,244385
The Crush,2011,1,0,0.0,159518
The Criminal Code,1932,1,0,0.0,42815
The Croods,2014,1,0,0.0,49519
Toni Erdmann,2017,1,0,0.0,374475
Tomorrow We Fly,1944,1,0,0.0,240366
The Cruel Sea,1954,1,0,0.0,16914
The Crusades,1936,1,0,0.0,58905
"The Farm: Angola, U.S.A.",1999,1,0,0.0,0
They're Always Caught,1939,1,0,0.0,130847
The Usual Unidentified Thieves,1959,1,0,0.0,0
The Valiant,1930,1,0,0.0,113207
Toys in the Attic,1964,1,0,0.0,108869
The Great Heart,1939,1,0,0.0,235651
The Great Muppet Caper,1982,1,0,0.0,14900
The Vagabond King,1931,1,0,0.0,173668
The Great War,1960,1,0,0.0,55823
The Great Cognito,1983,1,0,0.0,210963
The Unseen,1946,1,0,0.0,44001
The Uninvited,1945,1,0,0.0,16373
The Umbrellas of Cherbourg,1965,1,0,0.0,5967
The Green Goddess,1931,1,0,0.0,113430
The Twilight Samurai,2004,1,0,0.0,0
The Tsunami and the Cherry Blossom,2012,1,0,0.0,84346
The Visitor,2009,1,0,0.0,0
The Periwig-Maker,2001,1,0,0.0,48522
The Court-Martial of Billy Mitchell,1956,1,0,0.0,118910
